race,age,education,marital_status,work_class,occupation,hours_per_week,gender,native_country,fnlwgt,capital_gain,capital_loss,income,agegroup,continent
Amer-Indian-Eskimo,54,HS-grad,Divorced,Never-worked,Handlers-cleaners,55,Female,Outlying-US(Guam-USVI-etc),207378,9354,9692,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,69,Some-college,Separated,Private,Sales,22,Female,Outlying-US(Guam-USVI-etc),198238,3307,8882,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,53,Some-college,Married-civ-spouse,Private,Handlers-cleaners,52,Male,Outlying-US(Guam-USVI-etc),95463,9747,9606,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,27,Bachelors,Never-married,Private,Prof-specialty,50,Male,Canada,119127,5003,3683,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,27,Bachelors,Never-married,Without-pay,Sales,58,Female,United-States,342677,2988,5958,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,33,11th,Married-civ-spouse,Private,Exec-managerial,20,Male,Mexico,433306,946,9057,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,66,Some-college,Married-civ-spouse,Never-worked,Other-service,57,Female,Canada,230513,2055,4793,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,69,Some-college,Married-civ-spouse,Private,Machine-op-inspct,33,Female,Outlying-US(Guam-USVI-etc),200710,2897,7535,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,58,HS-grad,Never-married,Private,Craft-repair,46,Female,Canada,206899,1158,3154,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,64,11th,Never-married,Self-emp-not-inc,Machine-op-inspct,45,Male,Mexico,48148,4738,1520,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,26,Some-college,Divorced,Private,Other-service,60,Male,Outlying-US(Guam-USVI-etc),242833,585,2003,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,26,Some-college,Married-civ-spouse,Private,Other-service,21,Male,United-States,411736,4457,4285,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,21,Doctorate,Married-civ-spouse,Private,Craft-repair,38,Male,Outlying-US(Guam-USVI-etc),65009,4657,1091,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,55,HS-grad,Never-married,Private,Exec-managerial,26,Female,Mexico,136165,3072,4821,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,52,HS-grad,Married-civ-spouse,Private,Exec-managerial,57,Male,Outlying-US(Guam-USVI-etc),290351,3135,8693,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,23,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,24,Female,Canada,435273,5500,2133,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,31,11th,Widowed,Private,Handlers-cleaners,41,Female,Outlying-US(Guam-USVI-etc),412482,3882,2823,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,56,Some-college,Married-civ-spouse,Private,Machine-op-inspct,60,Male,Outlying-US(Guam-USVI-etc),443144,9627,9315,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,32,Bachelors,Married-civ-spouse,Private,Sales,35,Male,Mexico,50484,4444,8847,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,60,Some-college,Widowed,Private,Exec-managerial,24,Male,Canada,244024,7605,5923,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,28,HS-grad,Never-married,Private,Sales,28,Female,Outlying-US(Guam-USVI-etc),69297,1352,2548,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,57,HS-grad,Married-civ-spouse,Private,Sales,28,Male,United-States,465558,4832,4986,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,22,Some-college,Married-civ-spouse,Private,Sales,52,Male,Mexico,285384,1239,3560,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,60,Assoc-voc,Divorced,Without-pay,Exec-managerial,57,Male,Mexico,186925,3385,4118,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,56,Some-college,Married-civ-spouse,Private,Prof-specialty,59,Male,Outlying-US(Guam-USVI-etc),272525,3006,5316,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,65,HS-grad,Never-married,Private,Machine-op-inspct,34,Male,United-States,265045,3668,6321,>50K,Senior,NorthAmerica
Amer-Indian-Eskimo,58,HS-grad,Married-civ-spouse,Local-gov,Tech-support,53,Female,Outlying-US(Guam-USVI-etc),338745,2755,1193,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,63,Some-college,Divorced,State-gov,Other-service,34,Male,Outlying-US(Guam-USVI-etc),420819,2602,2266,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,34,Some-college,Married-civ-spouse,Private,Other-service,28,Female,Mexico,499810,5276,4754,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,47,Doctorate,Never-married,Private,Prof-specialty,50,Male,Mexico,39532,2756,1098,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,51,Some-college,Widowed,Private,Sales,20,Female,United-States,262336,816,9393,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,25,Assoc-acdm,Never-married,Private,Machine-op-inspct,60,Female,Mexico,258856,669,3053,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,68,Doctorate,Married-civ-spouse,Private,Exec-managerial,55,Male,Mexico,260215,4768,9605,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,29,HS-grad,Married-civ-spouse,Federal-gov,Prof-specialty,34,Male,United-States,129885,1587,9714,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,31,Some-college,Separated,Private,Other-service,20,Male,Outlying-US(Guam-USVI-etc),375245,9749,7700,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,44,HS-grad,Never-married,Self-emp-not-inc,Exec-managerial,41,Female,Canada,275342,3378,763,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,41,HS-grad,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,21,Male,Outlying-US(Guam-USVI-etc),204837,9466,6000,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,70,11th,Married-civ-spouse,Private,Machine-op-inspct,53,Male,United-States,397649,4735,884,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,61,Some-college,Divorced,Self-emp-not-inc,Machine-op-inspct,37,Female,Outlying-US(Guam-USVI-etc),430418,4317,3726,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,62,11th,Never-married,Private,Other-service,41,Male,United-States,254266,6370,9164,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,32,HS-grad,Married-civ-spouse,Private,Prof-specialty,60,Female,Mexico,181133,7553,3665,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,56,HS-grad,Never-married,Self-emp-not-inc,Other-service,23,Female,Canada,200203,9144,6388,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,60,HS-grad,Married-civ-spouse,Never-worked,Craft-repair,27,Female,United-States,62584,3565,6897,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,23,Some-college,Never-married,Private,Tech-support,52,Male,Outlying-US(Guam-USVI-etc),95781,9793,4054,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,43,HS-grad,Divorced,Private,Other-service,25,Male,Mexico,425920,1874,7571,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,21,Masters,Married-civ-spouse,Private,Exec-managerial,34,Female,Outlying-US(Guam-USVI-etc),351566,3694,5405,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,55,11th,Married-civ-spouse,Private,Sales,50,Male,Mexico,388347,953,6378,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,67,Some-college,Never-married,Private,Sales,45,Female,Mexico,196334,3254,300,>50K,Senior,NorthAmerica
Amer-Indian-Eskimo,19,HS-grad,Never-married,Private,Sales,60,Female,Outlying-US(Guam-USVI-etc),485694,2126,4430,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,21,Masters,Separated,Local-gov,Prof-specialty,60,Female,Mexico,318083,5275,6764,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,68,HS-grad,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,59,Female,Canada,270905,4209,9462,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,19,HS-grad,Married-civ-spouse,Private,Exec-managerial,25,Female,Canada,26935,9135,6469,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,56,HS-grad,Married-civ-spouse,Private,Prof-specialty,41,Male,Mexico,62979,4689,360,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,39,11th,Married-civ-spouse,Private,Other-service,24,Female,United-States,189624,7280,835,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,48,HS-grad,Married-civ-spouse,Private,Exec-managerial,42,Male,United-States,468264,8594,2493,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,51,Bachelors,Never-married,Never-worked,Sales,28,Female,Canada,450592,982,5399,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,62,HS-grad,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,53,Female,Canada,98878,2023,9935,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,26,Some-college,Separated,Private,Exec-managerial,36,Male,Outlying-US(Guam-USVI-etc),196924,5255,7013,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,67,HS-grad,Never-married,Federal-gov,Other-service,60,Female,Mexico,20901,4839,7889,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,46,Assoc-acdm,Married-civ-spouse,Self-emp-not-inc,Craft-repair,30,Male,Mexico,116104,6058,9407,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,30,Assoc-acdm,Divorced,Never-worked,Handlers-cleaners,54,Female,Outlying-US(Guam-USVI-etc),353052,4907,5214,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,60,Doctorate,Married-civ-spouse,Private,Prof-specialty,41,Male,United-States,313532,3003,9331,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,29,Bachelors,Never-married,Private,Prof-specialty,54,Male,United-States,274086,2250,75,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,34,HS-grad,Divorced,Local-gov,Tech-support,48,Male,Outlying-US(Guam-USVI-etc),195868,9081,3855,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,27,HS-grad,Never-married,Never-worked,Sales,32,Male,Outlying-US(Guam-USVI-etc),281156,7055,3979,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,27,HS-grad,Married-civ-spouse,Private,Craft-repair,32,Male,Outlying-US(Guam-USVI-etc),159683,6831,1610,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,27,Bachelors,Married-civ-spouse,Private,Craft-repair,50,Male,Outlying-US(Guam-USVI-etc),496093,3493,1250,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,38,11th,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,39,Female,Canada,416900,2960,6535,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,59,HS-grad,Widowed,Private,Craft-repair,50,Female,United-States,399609,7113,8497,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,62,Bachelors,Married-civ-spouse,Private,Prof-specialty,48,Female,Outlying-US(Guam-USVI-etc),296949,4085,8479,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,55,Some-college,Married-civ-spouse,Private,Sales,40,Male,Canada,438745,4865,6976,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,54,Some-college,Married-civ-spouse,Private,Tech-support,28,Female,Outlying-US(Guam-USVI-etc),87329,8835,842,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,21,Assoc-acdm,Married-civ-spouse,Never-worked,Prof-specialty,34,Male,United-States,77629,4064,4646,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,20,Some-college,Married-civ-spouse,State-gov,Exec-managerial,34,Female,United-States,185483,7404,2004,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,52,Bachelors,Married-civ-spouse,Private,Craft-repair,55,Female,Outlying-US(Guam-USVI-etc),476791,6140,1779,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,36,Assoc-voc,Married-civ-spouse,Private,Tech-support,37,Female,Outlying-US(Guam-USVI-etc),390439,2096,2038,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,21,Doctorate,Never-married,Federal-gov,Tech-support,60,Female,United-States,98370,2793,780,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,59,11th,Married-civ-spouse,Private,Machine-op-inspct,40,Female,Mexico,382732,2222,1966,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,70,11th,Never-married,Self-emp-not-inc,Exec-managerial,58,Female,Mexico,31146,5337,5724,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,23,11th,Never-married,Private,Exec-managerial,48,Male,Mexico,306306,1950,1224,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,38,Some-college,Never-married,Private,Sales,49,Male,Outlying-US(Guam-USVI-etc),466491,2837,6155,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,48,HS-grad,Never-married,Self-emp-not-inc,Prof-specialty,53,Female,Outlying-US(Guam-USVI-etc),161997,5925,4294,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,42,Some-college,Widowed,Federal-gov,Prof-specialty,26,Female,Canada,403722,4831,5070,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,36,Some-college,Married-civ-spouse,Private,Exec-managerial,44,Male,United-States,434323,4138,1753,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,34,HS-grad,Never-married,Private,Craft-repair,34,Female,Mexico,326910,9582,6558,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,31,Some-college,Married-civ-spouse,Federal-gov,Sales,46,Male,Mexico,225026,1223,6697,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,21,HS-grad,Never-married,Self-emp-not-inc,Exec-managerial,35,Male,Mexico,87107,7546,2536,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,31,HS-grad,Married-civ-spouse,Without-pay,Sales,58,Male,Mexico,245610,3548,2635,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,32,HS-grad,Never-married,Private,Tech-support,41,Female,United-States,221042,3144,1516,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,57,Doctorate,Never-married,Private,Machine-op-inspct,25,Female,Canada,241291,8860,1432,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,55,Bachelors,Married-civ-spouse,Private,Prof-specialty,55,Male,Mexico,362789,9167,2488,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,19,HS-grad,Married-civ-spouse,Private,Craft-repair,54,Female,Canada,218228,6126,4349,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,62,HS-grad,Married-civ-spouse,Private,Other-service,50,Female,Outlying-US(Guam-USVI-etc),460367,2659,7838,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,67,Bachelors,Never-married,Private,Other-service,37,Female,Outlying-US(Guam-USVI-etc),20158,5208,284,>50K,Senior,NorthAmerica
Amer-Indian-Eskimo,64,Some-college,Married-civ-spouse,Private,Prof-specialty,58,Male,Outlying-US(Guam-USVI-etc),180219,1550,1335,>50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,63,Bachelors,Married-civ-spouse,State-gov,Exec-managerial,37,Male,Canada,31236,1384,2243,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,58,Bachelors,Widowed,Private,Sales,39,Female,United-States,467787,1923,9653,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,55,11th,Widowed,Private,Handlers-cleaners,50,Male,Canada,317453,7449,7651,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,33,Some-college,Never-married,Self-emp-not-inc,Exec-managerial,42,Male,Canada,410738,9209,8681,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,38,Some-college,Married-civ-spouse,Self-emp-not-inc,Tech-support,31,Male,Outlying-US(Guam-USVI-etc),166334,8029,8943,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,58,Bachelors,Married-civ-spouse,Private,Exec-managerial,54,Female,Outlying-US(Guam-USVI-etc),219738,5024,364,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,32,Some-college,Married-civ-spouse,Private,Other-service,38,Female,Outlying-US(Guam-USVI-etc),336562,9664,6603,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,61,Assoc-acdm,Married-civ-spouse,Private,Craft-repair,55,Male,Mexico,356116,7298,8907,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,29,HS-grad,Separated,Self-emp-not-inc,Sales,58,Male,Canada,151284,8250,4763,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,66,Bachelors,Married-civ-spouse,Local-gov,Exec-managerial,30,Female,United-States,215807,3472,151,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,29,Some-college,Married-civ-spouse,Private,Tech-support,40,Female,Mexico,273344,7827,7222,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,58,HS-grad,Never-married,Private,Exec-managerial,52,Female,United-States,324771,6955,663,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,33,11th,Never-married,Private,Other-service,21,Female,Canada,44511,630,3838,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,32,Bachelors,Never-married,Private,Handlers-cleaners,34,Female,Mexico,488464,1975,9196,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,35,HS-grad,Widowed,Private,Exec-managerial,44,Female,Canada,310212,859,68,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,45,HS-grad,Never-married,Private,Exec-managerial,23,Female,Canada,336008,2832,101,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,47,Bachelors,Widowed,Private,Exec-managerial,37,Male,Canada,408814,8305,6316,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,65,Some-college,Never-married,Private,Prof-specialty,52,Female,Outlying-US(Guam-USVI-etc),475556,7345,9837,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,18,Some-college,Never-married,Without-pay,Sales,53,Male,Canada,233536,4673,8717,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,43,HS-grad,Married-civ-spouse,Private,Craft-repair,55,Male,Canada,273978,9292,1185,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,40,HS-grad,Never-married,Private,Sales,45,Male,Canada,186948,8191,7525,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,34,Bachelors,Married-civ-spouse,Private,Machine-op-inspct,47,Male,Mexico,171335,4261,6608,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,36,Assoc-acdm,Married-civ-spouse,Private,Sales,22,Male,Mexico,389963,1115,9396,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,48,HS-grad,Never-married,Local-gov,Handlers-cleaners,47,Male,Canada,130517,1418,8884,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,23,11th,Married-civ-spouse,Private,Handlers-cleaners,53,Female,Outlying-US(Guam-USVI-etc),276755,241,9209,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,24,Assoc-voc,Married-civ-spouse,Self-emp-not-inc,Tech-support,21,Female,Outlying-US(Guam-USVI-etc),308499,5010,9554,>50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,64,Some-college,Widowed,Private,Machine-op-inspct,30,Male,Canada,299532,2327,8381,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,49,Bachelors,Never-married,Private,Exec-managerial,27,Male,Canada,256597,1973,6347,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,31,Bachelors,Never-married,Private,Handlers-cleaners,51,Male,Mexico,149459,9165,2848,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,35,11th,Never-married,Private,Handlers-cleaners,20,Female,Mexico,289754,3914,4979,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,21,HS-grad,Divorced,Without-pay,Exec-managerial,21,Female,Outlying-US(Guam-USVI-etc),282076,5021,7265,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,68,HS-grad,Never-married,Private,Handlers-cleaners,41,Male,United-States,30649,7856,6744,>50K,Senior,NorthAmerica
Amer-Indian-Eskimo,36,11th,Never-married,Federal-gov,Machine-op-inspct,59,Female,United-States,491931,6046,1272,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,38,Assoc-acdm,Never-married,Federal-gov,Other-service,58,Male,Canada,357816,4481,303,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,67,HS-grad,Never-married,Self-emp-not-inc,Machine-op-inspct,59,Male,Outlying-US(Guam-USVI-etc),139222,4025,5522,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,48,HS-grad,Married-civ-spouse,Private,Other-service,50,Female,Mexico,93899,5486,9688,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,49,Bachelors,Divorced,Never-worked,Machine-op-inspct,24,Female,United-States,447349,6811,6089,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,51,HS-grad,Never-married,Private,Craft-repair,60,Female,Canada,358686,6022,9762,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,60,HS-grad,Never-married,Private,Exec-managerial,50,Male,United-States,45927,4863,960,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,57,Assoc-voc,Married-civ-spouse,Private,Machine-op-inspct,47,Female,Canada,344575,4286,6720,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,28,11th,Never-married,State-gov,Exec-managerial,54,Male,Outlying-US(Guam-USVI-etc),292608,192,9164,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,56,HS-grad,Married-civ-spouse,Private,Exec-managerial,55,Female,Canada,352186,8733,3881,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,32,Bachelors,Never-married,Private,Tech-support,42,Female,Canada,393254,9964,5158,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,67,11th,Married-civ-spouse,Private,Craft-repair,27,Female,Canada,177103,3689,2572,>50K,Senior,NorthAmerica
Amer-Indian-Eskimo,43,Bachelors,Married-civ-spouse,Private,Sales,29,Male,United-States,90717,1356,9691,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,70,Some-college,Widowed,Self-emp-not-inc,Prof-specialty,41,Male,Mexico,323022,5603,1981,>50K,Senior,NorthAmerica
Amer-Indian-Eskimo,66,Some-college,Married-civ-spouse,Private,Other-service,58,Male,United-States,427726,838,5990,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,46,Masters,Married-civ-spouse,Self-emp-not-inc,Machine-op-inspct,39,Male,Outlying-US(Guam-USVI-etc),438661,5988,6133,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,60,Masters,Never-married,Private,Other-service,44,Male,Outlying-US(Guam-USVI-etc),152518,591,5664,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,46,Bachelors,Never-married,Private,Sales,56,Male,Outlying-US(Guam-USVI-etc),214971,4972,3949,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,69,Assoc-acdm,Married-civ-spouse,Private,Tech-support,23,Male,Outlying-US(Guam-USVI-etc),366563,7954,8280,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,21,Assoc-acdm,Married-civ-spouse,Private,Craft-repair,21,Male,Canada,399412,4958,378,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,43,HS-grad,Never-married,Private,Exec-managerial,40,Female,Mexico,309376,9052,7829,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,22,HS-grad,Never-married,Private,Other-service,50,Female,Mexico,327920,7361,9191,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,64,Masters,Never-married,Private,Craft-repair,32,Female,Canada,136357,9773,3980,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,58,HS-grad,Divorced,Private,Prof-specialty,41,Female,Outlying-US(Guam-USVI-etc),344229,6879,5556,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,69,Bachelors,Never-married,State-gov,Craft-repair,47,Female,Mexico,300040,7609,10,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,47,Some-college,Married-civ-spouse,Private,Other-service,46,Female,Canada,251297,334,9746,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,47,HS-grad,Divorced,Private,Tech-support,39,Female,United-States,188289,618,3218,>50K,Adults,NorthAmerica
Amer-Indian-Eskimo,47,11th,Never-married,Private,Sales,22,Female,United-States,149222,1982,5618,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,69,Doctorate,Never-married,Private,Exec-managerial,28,Male,United-States,328961,6332,427,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,28,Bachelors,Married-civ-spouse,State-gov,Other-service,50,Male,Canada,358869,7683,2461,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,52,HS-grad,Never-married,Private,Exec-managerial,24,Female,Mexico,133503,9109,2707,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,29,Masters,Married-civ-spouse,Private,Other-service,35,Female,United-States,93574,5130,9061,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,53,HS-grad,Divorced,Private,Exec-managerial,48,Female,Outlying-US(Guam-USVI-etc),126257,4664,688,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,38,Bachelors,Married-civ-spouse,Private,Sales,56,Female,Outlying-US(Guam-USVI-etc),447249,5619,9025,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,59,11th,Never-married,Private,Tech-support,21,Male,United-States,254835,5028,2718,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,58,Assoc-acdm,Never-married,State-gov,Handlers-cleaners,48,Female,Mexico,109370,7401,5677,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,63,11th,Divorced,Private,Sales,28,Female,Mexico,314096,950,8444,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,66,Some-college,Married-civ-spouse,Federal-gov,Sales,52,Male,United-States,404357,3490,8452,<=50K,Senior,NorthAmerica
Amer-Indian-Eskimo,42,HS-grad,Married-civ-spouse,Private,Exec-managerial,29,Male,United-States,153042,7288,7574,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,32,11th,Married-civ-spouse,Private,Craft-repair,33,Male,Outlying-US(Guam-USVI-etc),394087,5357,5035,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,21,HS-grad,Never-married,Federal-gov,Prof-specialty,21,Male,Canada,155245,7079,7041,<=50K,YoungAdults,NorthAmerica
Amer-Indian-Eskimo,57,Masters,Married-civ-spouse,Private,Sales,56,Female,Outlying-US(Guam-USVI-etc),324813,4645,8838,<=50K,MiddleAged,NorthAmerica
Amer-Indian-Eskimo,48,HS-grad,Divorced,Private,Prof-specialty,31,Male,Canada,119905,3567,821,<=50K,Adults,NorthAmerica
Amer-Indian-Eskimo,22,11th,Married-civ-spouse,Self-emp-not-inc,Other-service,56,Male,Outlying-US(Guam-USVI-etc),17792,946,2450,<=50K,YoungAdults,NorthAmerica
