race,gender,age,education,marital_status,work_class,occupation,hours_per_week,native_country,fnlwgt,capital_gain,capital_loss,income,agegroup,continent
Amer-Indian-Eskimo,Male,70,HS-grad,Married-civ-spouse,Private,Other-service,45,South-Africa,192783,7114,2708,>50K,Senior,Africa
Amer-Indian-Eskimo,Female,34,Doctorate,Widowed,Private,Prof-specialty,37,South-Africa,434985,3642,2146,<=50K,Adults,Africa
Asian-Pac-Islander,Female,29,HS-grad,Married-civ-spouse,Private,Tech-support,21,Egypt,70671,1262,9521,<=50K,YoungAdults,Africa
Asian-Pac-Islander,Female,24,HS-grad,Never-married,Never-worked,Other-service,25,South-Africa,407507,2720,6621,<=50K,YoungAdults,Africa
White,Female,51,Bachelors,Never-married,Private,Other-service,43,Egypt,30482,9341,6484,<=50K,MiddleAged,Africa
Asian-Pac-Islander,Male,19,HS-grad,Separated,Private,Other-service,38,Egypt,31500,2656,5580,>50K,YoungAdults,Africa
White,Male,43,11th,Married-civ-spouse,State-gov,Craft-repair,46,South-Africa,429592,3074,8376,>50K,Adults,Africa
White,Male,18,Some-college,Married-civ-spouse,Private,Exec-managerial,33,South-Africa,371949,1768,7181,>50K,YoungAdults,Africa
White,Male,38,HS-grad,Separated,Private,Sales,28,South-Africa,402170,2471,6855,>50K,Adults,Africa
White,Female,21,HS-grad,Married-civ-spouse,Private,Other-service,44,South-Africa,278806,4402,7579,<=50K,YoungAdults,Africa
White,Female,34,Some-college,Married-civ-spouse,Federal-gov,Tech-support,28,South-Africa,473825,3643,5941,<=50K,Adults,Africa
White,Female,65,HS-grad,Widowed,Private,Other-service,54,South-Africa,195642,9638,6292,<=50K,Senior,Africa
White,Male,20,Some-college,Separated,Private,Prof-specialty,58,Egypt,456202,3548,7210,>50K,YoungAdults,Africa
White,Female,27,HS-grad,Never-married,Federal-gov,Tech-support,31,Egypt,115708,1847,1463,<=50K,YoungAdults,Africa
Asian-Pac-Islander,Female,68,HS-grad,Widowed,Private,Sales,51,Egypt,261058,9757,6454,<=50K,Senior,Africa
White,Male,53,HS-grad,Never-married,Federal-gov,Tech-support,25,Egypt,447323,9573,1468,>50K,MiddleAged,Africa
White,Female,37,Assoc-acdm,Married-civ-spouse,Never-worked,Other-service,35,South-Africa,486761,2773,8857,<=50K,Adults,Africa
White,Female,27,HS-grad,Married-civ-spouse,Self-emp-not-inc,Sales,52,South-Africa,103264,5895,3150,<=50K,YoungAdults,Africa
White,Female,46,HS-grad,Married-civ-spouse,Without-pay,Craft-repair,47,Egypt,429788,7265,6034,<=50K,Adults,Africa
Asian-Pac-Islander,Female,51,Assoc-acdm,Married-civ-spouse,Self-emp-not-inc,Craft-repair,42,South-Africa,491581,2290,8478,<=50K,MiddleAged,Africa
White,Female,43,Masters,Married-civ-spouse,Private,Exec-managerial,29,Egypt,286460,5514,3855,<=50K,Adults,Africa
White,Male,23,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,37,Egypt,311514,2831,2239,>50K,YoungAdults,Africa
White,Male,28,HS-grad,Married-civ-spouse,Private,Exec-managerial,43,Egypt,77948,8855,6726,>50K,YoungAdults,Africa
White,Male,20,HS-grad,Married-civ-spouse,Private,Exec-managerial,21,South-Africa,336189,33,8446,>50K,YoungAdults,Africa
White,Female,33,HS-grad,Never-married,State-gov,Prof-specialty,21,Egypt,210373,1818,8187,<=50K,Adults,Africa
White,Male,47,HS-grad,Married-civ-spouse,Federal-gov,Machine-op-inspct,56,South-Africa,259908,620,3995,>50K,Adults,Africa
White,Male,64,Masters,Married-civ-spouse,Local-gov,Sales,40,Egypt,322375,6054,9958,>50K,MiddleAged,Africa
White,Male,70,Some-college,Married-civ-spouse,Private,Prof-specialty,35,Egypt,387513,2929,757,>50K,Senior,Africa
White,Female,69,11th,Married-civ-spouse,State-gov,Sales,44,Egypt,13976,9048,4579,<=50K,Senior,Africa
White,Female,55,Some-college,Never-married,Private,Tech-support,24,Egypt,480986,9868,198,<=50K,MiddleAged,Africa
Asian-Pac-Islander,Male,27,Bachelors,Married-civ-spouse,Private,Sales,44,South-Africa,390753,2665,3640,>50K,YoungAdults,Africa
White,Male,42,Some-college,Never-married,Without-pay,Handlers-cleaners,27,South-Africa,90872,1749,2681,>50K,Adults,Africa
Black,Male,67,HS-grad,Married-civ-spouse,Private,Sales,24,Egypt,468928,2918,3127,>50K,Senior,Africa
White,Female,45,Bachelors,Widowed,Private,Craft-repair,44,South-Africa,178052,2611,3904,<=50K,Adults,Africa
White,Female,27,Some-college,Divorced,Self-emp-not-inc,Craft-repair,60,Egypt,305557,8405,6085,<=50K,YoungAdults,Africa
Asian-Pac-Islander,Male,53,HS-grad,Never-married,Self-emp-not-inc,Machine-op-inspct,47,South-Africa,338968,7082,1953,>50K,MiddleAged,Africa
White,Female,47,Some-college,Never-married,Private,Other-service,51,South-Africa,351698,5188,3966,<=50K,Adults,Africa
White,Female,22,Masters,Married-civ-spouse,Private,Other-service,29,Egypt,80401,644,9919,<=50K,YoungAdults,Africa
Amer-Indian-Eskimo,Female,38,HS-grad,Never-married,Private,Other-service,42,Egypt,67713,1390,1521,<=50K,Adults,Africa
White,Female,70,Some-college,Married-civ-spouse,Private,Exec-managerial,27,Egypt,74251,9572,8870,<=50K,Senior,Africa
White,Male,58,HS-grad,Married-civ-spouse,Private,Other-service,60,South-Africa,272456,2952,8019,>50K,MiddleAged,Africa
White,Male,31,HS-grad,Never-married,Private,Machine-op-inspct,38,South-Africa,359957,6720,2294,>50K,Adults,Africa
White,Female,32,11th,Married-civ-spouse,Private,Sales,20,South-Africa,393220,9844,3887,<=50K,Adults,Africa
White,Female,19,Assoc-acdm,Married-civ-spouse,State-gov,Prof-specialty,50,South-Africa,109425,9781,1933,<=50K,YoungAdults,Africa
White,Female,43,HS-grad,Married-civ-spouse,Never-worked,Other-service,48,South-Africa,66651,561,4995,<=50K,Adults,Africa
White,Male,19,HS-grad,Married-civ-spouse,Private,Other-service,22,South-Africa,421861,8958,9731,>50K,YoungAdults,Africa
Black,Female,29,Bachelors,Never-married,Private,Craft-repair,33,South-Africa,419331,2925,3708,<=50K,YoungAdults,Africa
White,Male,62,Bachelors,Married-civ-spouse,Private,Craft-repair,39,South-Africa,164757,6758,7237,>50K,MiddleAged,Africa
White,Female,57,Doctorate,Married-civ-spouse,Private,Handlers-cleaners,30,South-Africa,314762,6331,7428,<=50K,MiddleAged,Africa
White,Female,37,11th,Never-married,Private,Other-service,43,Egypt,435403,7362,1401,<=50K,Adults,Africa
Asian-Pac-Islander,Male,44,Bachelors,Married-civ-spouse,Private,Tech-support,59,South-Africa,49310,4899,6603,>50K,Adults,Africa
Other,Male,49,Bachelors,Never-married,Private,Exec-managerial,34,Egypt,218502,6301,9955,>50K,Adults,Africa
Other,Female,41,Bachelors,Married-civ-spouse,Private,Prof-specialty,32,Egypt,275619,2768,3895,<=50K,Adults,Africa
White,Female,29,11th,Divorced,Private,Exec-managerial,42,South-Africa,385672,6543,939,<=50K,YoungAdults,Africa
White,Male,21,Some-college,Married-civ-spouse,Private,Craft-repair,25,Egypt,113387,9905,6614,>50K,YoungAdults,Africa
Other,Female,40,HS-grad,Divorced,Private,Handlers-cleaners,25,Cuba,184100,9031,8980,<=50K,Adults,CentralAmerica
White,Male,53,HS-grad,Never-married,Private,Exec-managerial,27,Haiti,423113,1705,4073,>50K,MiddleAged,CentralAmerica
White,Male,61,HS-grad,Never-married,Never-worked,Handlers-cleaners,59,Jamaica,490880,1998,3023,>50K,MiddleAged,CentralAmerica
White,Male,46,HS-grad,Married-civ-spouse,Private,Other-service,49,Honduras,276798,624,4290,>50K,Adults,CentralAmerica
White,Female,30,HS-grad,Married-civ-spouse,Private,Other-service,59,Jamaica,89062,5111,4987,<=50K,Adults,CentralAmerica
White,Male,68,Doctorate,Married-civ-spouse,Never-worked,Machine-op-inspct,44,Honduras,308239,9544,9342,>50K,Senior,CentralAmerica
White,Male,59,Doctorate,Married-civ-spouse,Private,Exec-managerial,32,Puerto-Rico,234315,6397,6517,>50K,MiddleAged,CentralAmerica
White,Female,63,Masters,Widowed,Private,Exec-managerial,39,Puerto-Rico,65390,412,4637,<=50K,MiddleAged,CentralAmerica
White,Male,53,Assoc-voc,Separated,Private,Exec-managerial,29,Dominican-Republic,122974,8682,3123,>50K,MiddleAged,CentralAmerica
White,Female,62,Assoc-acdm,Never-married,Private,Exec-managerial,23,Cuba,468608,689,3970,<=50K,MiddleAged,CentralAmerica
Other,Male,29,HS-grad,Married-civ-spouse,Private,Exec-managerial,39,Puerto-Rico,131824,6717,1990,>50K,YoungAdults,CentralAmerica
White,Female,59,11th,Separated,Local-gov,Other-service,22,El-Salvador,182290,6603,204,<=50K,MiddleAged,CentralAmerica
White,Male,60,Some-college,Married-civ-spouse,Private,Sales,55,Cuba,263866,5374,8143,>50K,MiddleAged,CentralAmerica
White,Male,41,HS-grad,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,57,Dominican-Republic,345096,8139,9099,>50K,Adults,CentralAmerica
White,Female,29,11th,Never-married,State-gov,Exec-managerial,35,El-Salvador,376579,2642,2856,<=50K,YoungAdults,CentralAmerica
Black,Female,38,Masters,Never-married,Private,Other-service,52,Trinadad&Tobago,481610,5471,3242,<=50K,Adults,CentralAmerica
White,Male,57,Some-college,Divorced,Local-gov,Tech-support,57,Dominican-Republic,215909,4411,2613,>50K,MiddleAged,CentralAmerica
White,Female,66,Some-college,Never-married,Self-emp-not-inc,Craft-repair,30,Puerto-Rico,426086,7393,9561,<=50K,Senior,CentralAmerica
White,Male,40,11th,Married-civ-spouse,Private,Other-service,44,Puerto-Rico,45507,2876,3359,>50K,Adults,CentralAmerica
White,Male,68,Assoc-voc,Divorced,Private,Exec-managerial,31,Puerto-Rico,235909,2752,7590,>50K,Senior,CentralAmerica
Amer-Indian-Eskimo,Male,67,Some-college,Married-civ-spouse,Private,Handlers-cleaners,57,El-Salvador,34750,8915,1139,>50K,Senior,CentralAmerica
White,Male,20,Some-college,Married-civ-spouse,Private,Sales,52,Trinadad&Tobago,486736,871,8526,>50K,YoungAdults,CentralAmerica
White,Male,42,Bachelors,Divorced,Private,Exec-managerial,52,Haiti,242029,6918,8520,>50K,Adults,CentralAmerica
White,Male,26,11th,Married-civ-spouse,Private,Handlers-cleaners,31,Honduras,84644,243,4143,>50K,YoungAdults,CentralAmerica
White,Male,37,Masters,Separated,Private,Craft-repair,38,Dominican-Republic,176565,2151,8314,>50K,Adults,CentralAmerica
White,Female,54,HS-grad,Never-married,Private,Machine-op-inspct,21,Haiti,476936,1389,3072,<=50K,MiddleAged,CentralAmerica
White,Male,57,Bachelors,Widowed,Federal-gov,Exec-managerial,22,Cuba,51261,8723,7050,>50K,MiddleAged,CentralAmerica
White,Male,59,Some-college,Never-married,Private,Craft-repair,35,Dominican-Republic,484012,3387,5280,>50K,MiddleAged,CentralAmerica
White,Female,28,Bachelors,Married-civ-spouse,Self-emp-not-inc,Tech-support,44,El-Salvador,22896,9318,2870,<=50K,YoungAdults,CentralAmerica
White,Male,70,Bachelors,Divorced,Private,Sales,33,Trinadad&Tobago,321748,9409,8962,>50K,Senior,CentralAmerica
Black,Female,35,Bachelors,Married-civ-spouse,Private,Exec-managerial,27,Haiti,33994,5279,8703,<=50K,Adults,CentralAmerica
White,Male,31,Some-college,Never-married,Private,Machine-op-inspct,23,Jamaica,237947,7165,1337,>50K,Adults,CentralAmerica
Black,Male,59,Masters,Divorced,State-gov,Other-service,44,El-Salvador,106387,4167,2602,>50K,MiddleAged,CentralAmerica
White,Female,66,Bachelors,Married-civ-spouse,Private,Craft-repair,53,Dominican-Republic,451669,726,611,<=50K,Senior,CentralAmerica
White,Female,40,Bachelors,Never-married,Local-gov,Exec-managerial,59,Cuba,400366,9027,8142,<=50K,Adults,CentralAmerica
Black,Female,47,Assoc-acdm,Divorced,Private,Sales,43,Haiti,447123,7384,3823,<=50K,Adults,CentralAmerica
Amer-Indian-Eskimo,Male,42,HS-grad,Never-married,Private,Tech-support,25,El-Salvador,149639,6729,1902,>50K,Adults,CentralAmerica
Asian-Pac-Islander,Female,35,Some-college,Never-married,State-gov,Craft-repair,28,El-Salvador,327425,3080,2831,<=50K,Adults,CentralAmerica
White,Male,52,HS-grad,Never-married,Private,Machine-op-inspct,33,Trinadad&Tobago,106712,9383,8551,>50K,MiddleAged,CentralAmerica
White,Female,18,Some-college,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,51,Trinadad&Tobago,178004,2432,2084,<=50K,YoungAdults,CentralAmerica
White,Female,19,Some-college,Married-civ-spouse,Private,Sales,22,Cuba,457663,2509,874,<=50K,YoungAdults,CentralAmerica
White,Female,58,Some-college,Never-married,Self-emp-not-inc,Sales,46,Puerto-Rico,55594,8494,3487,<=50K,MiddleAged,CentralAmerica
White,Male,42,Assoc-voc,Divorced,Private,Prof-specialty,58,Puerto-Rico,150948,5840,1453,>50K,Adults,CentralAmerica
White,Female,70,11th,Divorced,Private,Tech-support,53,El-Salvador,160611,8437,8588,<=50K,Senior,CentralAmerica
White,Male,68,HS-grad,Married-civ-spouse,Private,Machine-op-inspct,52,Dominican-Republic,129431,1321,616,>50K,Senior,CentralAmerica
White,Female,20,HS-grad,Never-married,Private,Craft-repair,41,El-Salvador,252320,9118,4659,<=50K,YoungAdults,CentralAmerica
White,Female,68,Bachelors,Married-civ-spouse,Local-gov,Handlers-cleaners,45,Jamaica,30586,1335,7802,<=50K,Senior,CentralAmerica
Other,Male,63,HS-grad,Never-married,Self-emp-not-inc,Tech-support,23,Dominican-Republic,378409,3615,212,>50K,MiddleAged,CentralAmerica
White,Female,38,HS-grad,Never-married,Self-emp-not-inc,Tech-support,60,Puerto-Rico,385394,1165,8294,<=50K,Adults,CentralAmerica
White,Male,21,11th,Married-civ-spouse,State-gov,Exec-managerial,33,Cuba,32974,3944,7428,>50K,YoungAdults,CentralAmerica
Asian-Pac-Islander,Male,30,Some-college,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,47,Jamaica,89306,2645,2726,>50K,Adults,CentralAmerica
Asian-Pac-Islander,Female,64,11th,Never-married,Never-worked,Craft-repair,25,Trinadad&Tobago,402097,325,5637,<=50K,MiddleAged,CentralAmerica
White,Female,27,Some-college,Married-civ-spouse,Private,Tech-support,55,Dominican-Republic,51150,2095,3466,<=50K,YoungAdults,CentralAmerica
White,Female,19,Assoc-acdm,Married-civ-spouse,Private,Handlers-cleaners,23,Jamaica,50410,709,5277,<=50K,YoungAdults,CentralAmerica
White,Male,62,HS-grad,Married-civ-spouse,Self-emp-not-inc,Other-service,49,Honduras,364630,4527,2193,>50K,MiddleAged,CentralAmerica
White,Male,41,HS-grad,Married-civ-spouse,Private,Sales,34,Dominican-Republic,101876,7416,3878,>50K,Adults,CentralAmerica
White,Male,19,HS-grad,Widowed,Never-worked,Handlers-cleaners,47,Honduras,26127,665,7676,>50K,YoungAdults,CentralAmerica
White,Male,67,Masters,Married-civ-spouse,Self-emp-not-inc,Craft-repair,37,El-Salvador,20814,1443,5016,>50K,Senior,CentralAmerica
White,Female,40,HS-grad,Never-married,Private,Craft-repair,36,El-Salvador,264029,1183,7568,<=50K,Adults,CentralAmerica
White,Male,69,Assoc-acdm,Never-married,Private,Sales,51,Cuba,202460,3771,3960,>50K,Senior,CentralAmerica
White,Male,63,Bachelors,Never-married,Private,Exec-managerial,42,Trinadad&Tobago,472878,6821,2067,>50K,MiddleAged,CentralAmerica
Amer-Indian-Eskimo,Female,46,11th,Widowed,Private,Handlers-cleaners,54,El-Salvador,116911,8679,6371,<=50K,Adults,CentralAmerica
White,Male,26,Some-college,Never-married,Local-gov,Other-service,32,Dominican-Republic,386660,1930,4052,>50K,YoungAdults,CentralAmerica
White,Female,43,HS-grad,Married-civ-spouse,Private,Other-service,53,Honduras,269548,1319,9930,<=50K,Adults,CentralAmerica
White,Male,62,Some-college,Married-civ-spouse,Private,Machine-op-inspct,55,El-Salvador,303340,9851,8199,>50K,MiddleAged,CentralAmerica
Asian-Pac-Islander,Male,39,Doctorate,Married-civ-spouse,Private,Exec-managerial,42,Jamaica,446066,1696,4769,>50K,Adults,CentralAmerica
White,Female,26,Some-college,Married-civ-spouse,Private,Prof-specialty,59,Jamaica,145277,1885,7264,<=50K,YoungAdults,CentralAmerica
White,Female,68,11th,Divorced,Private,Other-service,29,Honduras,122457,6525,8458,<=50K,Senior,CentralAmerica
Black,Female,40,Some-college,Never-married,Private,Other-service,22,Haiti,256348,9922,5410,<=50K,Adults,CentralAmerica
Black,Male,31,Bachelors,Married-civ-spouse,Private,Exec-managerial,27,Puerto-Rico,233590,8712,5308,>50K,Adults,CentralAmerica
White,Male,26,Bachelors,Separated,Self-emp-not-inc,Tech-support,26,El-Salvador,213622,7980,5348,>50K,YoungAdults,CentralAmerica
White,Male,32,Assoc-voc,Never-married,Private,Other-service,41,Jamaica,444181,6325,7000,>50K,Adults,CentralAmerica
Asian-Pac-Islander,Male,42,Some-college,Married-civ-spouse,Private,Exec-managerial,21,Haiti,149867,4544,9274,>50K,Adults,CentralAmerica
White,Female,22,HS-grad,Divorced,Private,Handlers-cleaners,22,El-Salvador,245108,4165,1395,<=50K,YoungAdults,CentralAmerica
White,Female,30,Assoc-acdm,Married-civ-spouse,Private,Exec-managerial,40,Cuba,160336,3639,1587,<=50K,Adults,CentralAmerica
Black,Male,43,HS-grad,Widowed,Without-pay,Exec-managerial,48,Dominican-Republic,365791,2466,2201,>50K,Adults,CentralAmerica
White,Male,43,HS-grad,Married-civ-spouse,Private,Sales,60,Haiti,422411,2021,6608,>50K,Adults,CentralAmerica
White,Female,53,11th,Married-civ-spouse,Private,Other-service,34,Puerto-Rico,69980,5231,4110,<=50K,MiddleAged,CentralAmerica
Black,Male,26,Bachelors,Divorced,Private,Other-service,55,El-Salvador,109985,2954,4844,>50K,YoungAdults,CentralAmerica
White,Male,65,Bachelors,Married-civ-spouse,Private,Machine-op-inspct,20,Puerto-Rico,270778,4533,8276,>50K,Senior,CentralAmerica
White,Male,23,HS-grad,Separated,Private,Tech-support,60,Jamaica,15254,4389,3641,>50K,YoungAdults,CentralAmerica
Asian-Pac-Islander,Female,66,Some-college,Never-married,Private,Machine-op-inspct,33,Haiti,124854,9415,7102,<=50K,Senior,CentralAmerica
White,Male,46,Some-college,Married-civ-spouse,Without-pay,Handlers-cleaners,42,Haiti,373534,2488,4823,>50K,Adults,CentralAmerica
White,Female,28,Some-college,Divorced,Private,Prof-specialty,56,Jamaica,291288,5254,562,<=50K,YoungAdults,CentralAmerica
White,Female,54,Assoc-acdm,Married-civ-spouse,Private,Sales,56,Jamaica,319934,7982,2108,<=50K,MiddleAged,CentralAmerica
Black,Male,20,HS-grad,Never-married,Without-pay,Other-service,43,Puerto-Rico,338185,4906,2712,>50K,YoungAdults,CentralAmerica
White,Female,39,Bachelors,Never-married,Private,Handlers-cleaners,54,Trinadad&Tobago,317485,7196,3383,<=50K,Adults,CentralAmerica
White,Male,58,Bachelors,Never-married,Private,Exec-managerial,27,Trinadad&Tobago,128307,7107,8977,>50K,MiddleAged,CentralAmerica
White,Female,58,Bachelors,Never-married,Federal-gov,Prof-specialty,55,El-Salvador,387114,7351,9414,<=50K,MiddleAged,CentralAmerica
White,Female,34,HS-grad,Never-married,Private,Exec-managerial,47,Cuba,37033,6776,1894,<=50K,Adults,CentralAmerica
White,Female,49,Assoc-voc,Married-civ-spouse,Private,Prof-specialty,42,Dominican-Republic,323494,9204,992,<=50K,Adults,CentralAmerica
White,Female,46,Bachelors,Never-married,Private,Machine-op-inspct,55,Haiti,386470,4365,5480,<=50K,Adults,CentralAmerica
White,Female,35,Some-college,Never-married,Self-emp-not-inc,Prof-specialty,36,Cuba,42443,742,3696,<=50K,Adults,CentralAmerica
White,Male,34,Some-college,Married-civ-spouse,Private,Handlers-cleaners,37,El-Salvador,174678,6927,8148,>50K,Adults,CentralAmerica
White,Female,30,Bachelors,Married-civ-spouse,Federal-gov,Other-service,28,Honduras,322661,5604,468,<=50K,Adults,CentralAmerica
Asian-Pac-Islander,Male,18,HS-grad,Married-civ-spouse,Never-worked,Craft-repair,32,Jamaica,236231,3664,2542,>50K,YoungAdults,CentralAmerica
White,Female,60,HS-grad,Married-civ-spouse,Private,Prof-specialty,29,Dominican-Republic,38003,1888,5659,<=50K,MiddleAged,CentralAmerica
Asian-Pac-Islander,Male,53,HS-grad,Never-married,Private,Tech-support,40,Haiti,464744,8622,958,>50K,MiddleAged,CentralAmerica
Asian-Pac-Islander,Female,57,HS-grad,Divorced,Private,Exec-managerial,58,Puerto-Rico,296989,6300,1162,<=50K,MiddleAged,CentralAmerica
White,Male,68,11th,Never-married,Local-gov,Other-service,56,Puerto-Rico,40604,4368,44,>50K,Senior,CentralAmerica
White,Male,33,HS-grad,Married-civ-spouse,Local-gov,Prof-specialty,28,Jamaica,493316,5194,2995,>50K,Adults,CentralAmerica
Other,Female,40,Some-college,Married-civ-spouse,State-gov,Craft-repair,38,Jamaica,217084,3610,1467,<=50K,Adults,CentralAmerica
Other,Female,27,Bachelors,Divorced,State-gov,Tech-support,42,Jamaica,385548,821,347,<=50K,YoungAdults,CentralAmerica
White,Male,48,HS-grad,Married-civ-spouse,Private,Prof-specialty,34,Dominican-Republic,186555,3110,9801,>50K,Adults,CentralAmerica
Black,Female,20,11th,Widowed,Private,Machine-op-inspct,43,Honduras,429109,9309,7361,<=50K,YoungAdults,CentralAmerica
White,Female,65,11th,Widowed,Local-gov,Handlers-cleaners,36,Haiti,50212,5076,885,<=50K,Senior,CentralAmerica
White,Female,52,HS-grad,Married-civ-spouse,Private,Handlers-cleaners,24,Puerto-Rico,129279,4001,9418,<=50K,MiddleAged,CentralAmerica
Other,Male,46,Some-college,Never-married,Self-emp-not-inc,Exec-managerial,36,El-Salvador,86068,5345,379,>50K,Adults,CentralAmerica
White,Female,70,Some-college,Never-married,Private,Tech-support,56,Cuba,219470,9992,3893,<=50K,Senior,CentralAmerica
White,Female,55,HS-grad,Divorced,Federal-gov,Exec-managerial,56,Trinadad&Tobago,42854,4606,9128,<=50K,MiddleAged,CentralAmerica
White,Male,53,11th,Divorced,Private,Tech-support,42,El-Salvador,313206,3809,7517,>50K,MiddleAged,CentralAmerica
White,Female,34,HS-grad,Married-civ-spouse,Without-pay,Exec-managerial,55,Trinadad&Tobago,297067,2503,7276,<=50K,Adults,CentralAmerica
White,Male,69,HS-grad,Never-married,Private,Prof-specialty,37,Trinadad&Tobago,280702,3847,7520,>50K,Senior,CentralAmerica
White,Male,38,Some-college,Never-married,Private,Prof-specialty,31,Puerto-Rico,409020,7530,7202,>50K,Adults,CentralAmerica
Black,Male,54,Some-college,Never-married,Private,Prof-specialty,39,Cuba,133066,3441,2707,>50K,MiddleAged,CentralAmerica
White,Male,21,Bachelors,Married-civ-spouse,Without-pay,Prof-specialty,32,Jamaica,317250,74,3587,>50K,YoungAdults,CentralAmerica
White,Female,54,Assoc-voc,Never-married,Private,Sales,23,Dominican-Republic,290126,8848,3144,<=50K,MiddleAged,CentralAmerica
Asian-Pac-Islander,Male,57,Some-college,Married-civ-spouse,Private,Machine-op-inspct,39,Honduras,71971,7114,312,>50K,MiddleAged,CentralAmerica
White,Male,32,Some-college,Married-civ-spouse,Private,Craft-repair,39,Cuba,395093,2285,4122,>50K,Adults,CentralAmerica
White,Male,23,Some-college,Separated,Self-emp-not-inc,Handlers-cleaners,59,Honduras,395087,2524,3377,>50K,YoungAdults,CentralAmerica
Other,Female,22,HS-grad,Married-civ-spouse,Private,Tech-support,31,Honduras,386656,1587,8656,<=50K,YoungAdults,CentralAmerica
White,Female,26,HS-grad,Separated,Private,Craft-repair,28,Jamaica,12361,8049,3296,<=50K,YoungAdults,CentralAmerica
White,Female,31,HS-grad,Married-civ-spouse,Federal-gov,Exec-managerial,27,Jamaica,40388,1966,611,<=50K,Adults,CentralAmerica
White,Male,40,Some-college,Never-married,Private,Prof-specialty,43,Cuba,295345,5226,8756,>50K,Adults,CentralAmerica
Black,Female,25,HS-grad,Married-civ-spouse,Without-pay,Craft-repair,26,El-Salvador,155993,7939,3288,<=50K,YoungAdults,CentralAmerica
White,Female,39,Assoc-voc,Married-civ-spouse,Private,Sales,34,Puerto-Rico,34607,9099,535,<=50K,Adults,CentralAmerica
White,Male,40,HS-grad,Married-civ-spouse,Private,Exec-managerial,50,Trinadad&Tobago,282041,8467,2235,>50K,Adults,CentralAmerica
White,Female,46,HS-grad,Married-civ-spouse,Local-gov,Sales,28,El-Salvador,422088,4598,559,<=50K,Adults,CentralAmerica
White,Male,27,Masters,Married-civ-spouse,Private,Exec-managerial,58,Jamaica,416734,14,1344,>50K,YoungAdults,CentralAmerica
White,Male,39,11th,Never-married,Local-gov,Sales,21,Honduras,184174,1512,509,>50K,Adults,CentralAmerica
Black,Female,60,HS-grad,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,34,Honduras,49712,2107,2545,<=50K,MiddleAged,CentralAmerica
White,Female,65,11th,Married-civ-spouse,Private,Other-service,30,Jamaica,12925,1974,9589,<=50K,Senior,CentralAmerica
White,Female,64,Assoc-acdm,Married-civ-spouse,Private,Craft-repair,52,Dominican-Republic,417253,9987,3206,<=50K,MiddleAged,CentralAmerica
Black,Male,21,11th,Widowed,Private,Prof-specialty,35,Cuba,344830,2343,2001,>50K,YoungAdults,CentralAmerica
White,Female,58,Some-college,Never-married,Self-emp-not-inc,Handlers-cleaners,26,Haiti,16399,8483,5342,<=50K,MiddleAged,CentralAmerica
White,Male,28,HS-grad,Never-married,Private,Machine-op-inspct,21,El-Salvador,364664,2965,2328,>50K,YoungAdults,CentralAmerica
White,Female,58,Some-college,Never-married,Without-pay,Tech-support,53,Cuba,244100,4804,507,<=50K,MiddleAged,CentralAmerica
White,Male,47,Some-college,Widowed,Private,Prof-specialty,59,Dominican-Republic,370880,7752,4008,>50K,Adults,CentralAmerica
White,Male,44,Bachelors,Separated,Self-emp-not-inc,Exec-managerial,26,Trinadad&Tobago,390853,6539,655,>50K,Adults,CentralAmerica
Black,Female,18,Masters,Married-civ-spouse,Private,Craft-repair,43,Trinadad&Tobago,77732,9497,6300,<=50K,YoungAdults,CentralAmerica
Other,Male,39,Bachelors,Never-married,Private,Sales,34,Jamaica,205942,326,5247,>50K,Adults,CentralAmerica
Black,Male,47,Assoc-acdm,Never-married,Private,Prof-specialty,58,Honduras,425203,955,1686,>50K,Adults,CentralAmerica
White,Male,31,Some-college,Widowed,Private,Tech-support,53,Trinadad&Tobago,315103,3515,8936,>50K,Adults,CentralAmerica
White,Male,23,Assoc-voc,Widowed,Private,Other-service,23,Jamaica,208685,9878,2651,>50K,YoungAdults,CentralAmerica
Asian-Pac-Islander,Male,47,HS-grad,Married-civ-spouse,Private,Craft-repair,29,Trinadad&Tobago,339559,12,3217,>50K,Adults,CentralAmerica
Asian-Pac-Islander,Male,18,Some-college,Separated,Private,Other-service,35,Puerto-Rico,19826,4455,3569,>50K,YoungAdults,CentralAmerica
White,Female,27,HS-grad,Never-married,Private,Handlers-cleaners,24,Honduras,347124,8774,1236,<=50K,YoungAdults,CentralAmerica
White,Male,42,11th,Divorced,Private,Tech-support,36,Jamaica,92638,674,9891,>50K,Adults,CentralAmerica
Black,Male,23,Masters,Divorced,Private,Prof-specialty,25,Cuba,207835,1897,1338,>50K,YoungAdults,CentralAmerica
White,Female,24,Bachelors,Never-married,Private,Sales,30,Dominican-Republic,218263,4730,6629,<=50K,YoungAdults,CentralAmerica
Asian-Pac-Islander,Male,42,Bachelors,Divorced,Private,Sales,48,Trinadad&Tobago,101255,2707,1536,>50K,Adults,CentralAmerica
White,Female,41,Bachelors,Married-civ-spouse,Private,Craft-repair,41,Cuba,107393,9478,3572,<=50K,Adults,CentralAmerica
