race,gender,age,education,marital_status,work_class,occupation,hours_per_week,native_country,fnlwgt,capital_gain,capital_loss,income,agegroup,continent
Other,Female,50,Some-college,Married-civ-spouse,State-gov,Prof-specialty,42,Japan,121956,6778,2268,<=50K,MiddleAged,Asia
Other,Female,25,Some-college,Never-married,Private,Tech-support,45,South,491311,8887,5572,<=50K,YoungAdults,Asia
Other,Female,57,Bachelors,Widowed,Private,Tech-support,49,Vietnam,157888,9803,7740,<=50K,MiddleAged,Asia
Other,Female,50,HS-grad,Widowed,Private,Machine-op-inspct,47,Japan,112640,9297,8574,<=50K,MiddleAged,Asia
Other,Female,36,11th,Married-civ-spouse,Private,Handlers-cleaners,24,South,257712,2073,576,<=50K,Adults,Asia
Other,Female,23,HS-grad,Never-married,Private,Other-service,54,Philippines,10895,8021,267,<=50K,YoungAdults,Asia
Other,Female,69,Some-college,Married-civ-spouse,Private,Craft-repair,48,India,232262,7538,506,<=50K,Senior,Asia
Other,Female,38,Some-college,Married-civ-spouse,Private,Other-service,40,South,264110,6644,2696,<=50K,Adults,Asia
Other,Female,20,Masters,Never-married,Private,Machine-op-inspct,48,India,359564,4968,8022,<=50K,YoungAdults,Asia
Other,Female,41,HS-grad,Married-civ-spouse,Without-pay,Prof-specialty,47,Philippines,16622,1570,697,<=50K,Adults,Asia
Other,Female,58,HS-grad,Divorced,Private,Exec-managerial,23,Vietnam,486160,2809,2140,<=50K,MiddleAged,Asia
Other,Female,44,Some-college,Never-married,Private,Prof-specialty,39,Vietnam,72314,4645,8869,<=50K,Adults,Asia
Other,Female,39,HS-grad,Never-married,Self-emp-not-inc,Exec-managerial,57,South,327157,458,5715,<=50K,Adults,Asia
Other,Female,66,Some-college,Never-married,Private,Exec-managerial,59,South,241147,1855,3356,<=50K,Senior,Asia
Other,Female,41,Assoc-voc,Married-civ-spouse,Private,Handlers-cleaners,26,Japan,296356,5748,8534,<=50K,Adults,Asia
Other,Female,35,HS-grad,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,49,Philippines,374703,5026,416,<=50K,Adults,Asia
Other,Female,64,Masters,Divorced,Private,Other-service,35,Japan,94989,2380,2005,<=50K,MiddleAged,Asia
Other,Female,38,11th,Married-civ-spouse,Private,Handlers-cleaners,53,India,66486,7946,9217,<=50K,Adults,Asia
Other,Female,26,HS-grad,Separated,State-gov,Other-service,40,Japan,445095,7610,3917,<=50K,YoungAdults,Asia
Other,Female,35,Some-college,Never-married,Self-emp-not-inc,Exec-managerial,44,India,145896,3067,3013,<=50K,Adults,Asia
Other,Female,34,Some-college,Married-civ-spouse,Private,Other-service,37,South,77561,186,3273,<=50K,Adults,Asia
Other,Female,55,HS-grad,Never-married,Private,Sales,35,India,323975,9535,4568,<=50K,MiddleAged,Asia
Other,Female,64,Bachelors,Separated,Private,Other-service,40,Japan,232491,7171,6203,<=50K,MiddleAged,Asia
Other,Female,58,Assoc-voc,Never-married,Private,Sales,24,South,294875,4316,956,<=50K,MiddleAged,Asia
Other,Female,44,Some-college,Never-married,Private,Prof-specialty,39,Vietnam,67517,8535,3182,<=50K,Adults,Asia
Other,Female,45,HS-grad,Married-civ-spouse,Private,Craft-repair,51,South,435148,5542,2730,<=50K,Adults,Asia
Other,Female,27,Assoc-voc,Widowed,Self-emp-not-inc,Handlers-cleaners,26,India,316932,3705,7358,<=50K,YoungAdults,Asia
Other,Female,23,HS-grad,Never-married,Private,Sales,46,India,120480,6074,6188,<=50K,YoungAdults,Asia
Other,Female,29,Bachelors,Separated,Private,Sales,50,China,386369,9137,9313,<=50K,YoungAdults,Asia
Other,Female,65,11th,Never-married,Private,Exec-managerial,35,Philippines,224733,1665,7310,<=50K,Senior,Asia
Other,Female,37,Some-college,Never-married,Private,Other-service,54,China,487476,4999,1457,<=50K,Adults,Asia
Other,Female,50,11th,Separated,Federal-gov,Tech-support,46,Vietnam,17319,7664,2715,<=50K,MiddleAged,Asia
Other,Female,52,Some-college,Married-civ-spouse,Private,Machine-op-inspct,55,China,283831,6402,1220,<=50K,MiddleAged,Asia
Other,Female,21,Bachelors,Married-civ-spouse,Private,Sales,41,China,55559,1311,8897,<=50K,YoungAdults,Asia
Other,Female,26,HS-grad,Never-married,State-gov,Prof-specialty,51,South,195301,2567,5855,<=50K,YoungAdults,Asia
Other,Female,63,HS-grad,Married-civ-spouse,State-gov,Craft-repair,49,South,400516,2691,7028,<=50K,MiddleAged,Asia
Other,Female,65,HS-grad,Married-civ-spouse,Private,Exec-managerial,22,India,168852,659,9970,<=50K,Senior,Asia
Other,Female,27,Assoc-acdm,Married-civ-spouse,Never-worked,Handlers-cleaners,43,China,140878,8609,7257,<=50K,YoungAdults,Asia
Other,Female,35,Some-college,Never-married,Private,Exec-managerial,58,Philippines,159821,2834,5964,<=50K,Adults,Asia
Other,Female,40,Bachelors,Never-married,Private,Machine-op-inspct,43,Vietnam,134691,4625,5318,<=50K,Adults,Asia
Other,Female,49,HS-grad,Divorced,Without-pay,Prof-specialty,33,China,111403,4413,692,<=50K,Adults,Asia
Other,Female,50,11th,Married-civ-spouse,Private,Tech-support,50,India,489867,9430,8602,<=50K,MiddleAged,Asia
Other,Female,40,Doctorate,Separated,Private,Exec-managerial,20,China,97310,5018,9882,<=50K,Adults,Asia
